0, 2.50411
1, 2.86508
2, 2.09212
3, 2.31695
4, 2.45094
5, 1.95098
6, 2.34509
7, 2.62713
8, 4.69708
9, 1.06692
10, 1.53303
11, 1.13106
12, 1.09291
13, 1.899
14, 2.62094
15, 1.43695
16, 1.37997
17, 1.14012
18, 1.06406
19, 1.89996
20, 1.60122
21, 1.19185
22, 1.17707
23, 1.63603
24, 1.83296
25, 2.17199
26, 1.57881
27, 1.23811
28, 1.24693
29, 1.81508
30, 1.12414
31, 1.14989
32, 1.62911
33, 1.70517
34, 1.41907
35, 1.513
36, 1.45793
37, 1.5471
38, 1.51205
39, 1.93596
40, 1.43409
41, 1.28913
42, 1.29604
43, 2.46
44, 1.37281
45, 2.21419
46, 1.23
47, 1.17898
48, 2.05088
49, 1.30081
50, 1.27506
51, 2.23303
52, 1.18399
53, 2.44904
54, 2.03514
55, 1.90401
56, 1.158
57, 1.40595
58, 1.66583
59, 1.48487
60, 1.87397
61, 2.07591
62, 1.94001
63, 1.53399
64, 1.58882
65, 1.73402
66, 1.49488
67, 1.18399
68, 1.13511
69, 1.32394
70, 1.25217
71, 1.24407
72, 1.21903
73, 1.25885
74, 1.21808
75, 1.03211
76, 1.03998
77, 1.14918
78, 1.97601
79, 1.42789
80, 1.99699
81, 1.10912
82, 1.53303
83, 2.08187
84, 1.00994
85, 1.15681
86, 1.6458
87, 1.19185
88, 1.20521
89, 1.8239
90, 1.7941
91, 1.76716
92, 1.14083
93, 1.8959
94, 2.05779
95, 1.55902
96, 1.10197
97, 1.22905
98, 1.47009
99, 0.519037
100, 1.68204
101, 1.62292
102, 1.50299
103, 1.58095
104, 1.47295
105, 1.22213
106, 1.8239
107, 1.73402
108, 1.00017
109, 1.19996
110, 1.66512
111, 1.29604
112, 1.30081
113, 1.66917
114, 1.22309
115, 1.06692
116, 1.29199
117, 1.90997
118, 1.63412
119, 1.24788
120, 1.28293
121, 1.25408
122, 1.6911
123, 1.71304
124, 1.47796
125, 1.508
126, 1.23692
127, 1.70016
128, 1.77503
129, 1.48296
130, 1.4751
131, 1.77503
132, 1.63388
133, 1.25909
134, 1.76096
135, 1.8909
136, 1.17707
137, 1.55902
138, 1.55592
139, 1.81484
140, 1.18399
141, 1.58596
142, 1.69706
143, 1.23
144, 2.671
145, 2.43497
146, 1.49298
147, 2.25306
148, 1.6439
149, 2.03991
150, 1.53208
151, 1.72305
152, 1.33896
153, 1.02401
154, 1.21188
155, 1.88112
156, 1.31011
157, 1.23405
158, 1.20807
159, 1.17302
160, 1.55997
161, 2.69794
162, 1.61791
163, 1.76501
164, 1.67012
165, 1.94097
166, 1.47414
167, 1.11413
168, 1.27482
169, 1.42694
170, 1.92213
171, 1.90592
172, 3.33786
173, 1.28198
174, 1.42002
175, 1.46198
176, 1.00517
177, 2.01893
178, 0.944853
179, 1.0519
180, 1.66988
181, 1.13821
182, 1.13297
183, 1.06406
184, 1.11103
185, 1.89495
186, 1.724
187, 2.50697
188, 1.48392
189, 2.16198
190, 1.23787
191, 2.01201
192, 2.93088
193, 2.05684
194, 1.38593
195, 1.055
196, 1.06406
197, 1.29199
198, 1.34587
199, 1.25098
200, 1.34706
201, 2.05994
202, 2.15793
203, 2.25401
204, 2.0771
205, 2.17485
206, 1.34897
207, 1.40619
208, 1.66893
209, 1.14703
210, 1.22499
211, 1.88112
212, 1.49798
213, 1.95408
214, 2.20013
215, 1.21593
216, 1.92904
217, 1.64104
218, 1.8959
219, 2.1019
220, 1.58596
221, 1.23787
222, 2.58183
223, 1.93596
224, 2.0659
225, 1.21212
226, 2.0268
227, 1.44792
228, 1.44506
229, 1.57785
230, 1.69206
231, 2.06208
232, 1.43099
233, 9.19008
234, 1.71113
235, 1.48201
236, 1.10912
237, 1.74308
238, 2.10905
239, 2.16603
240, 1.4441
241, 1.19519
242, 1.69992
243, 1.23811
244, 1.14489
245, 2.85697
246, 2.12407
247, 1.73593
248, 1.5111
249, 1.38211
250, 1.405
251, 1.07193
252, 1.14799
253, 1.19185
254, 1.56021
255, 1.52612
256, 1.19519
