0, 370.888
1, 1.75595
2, 1.688
3, 1.2219
4, 1.76096
5, 1.36209
6, 2.97284
7, 2.14219
8, 1.99103
9, 2.01488
10, 2.42805
11, 1.7221
12, 1.62697
13, 1.59097
14, 1.9331
15, 1.95312
16, 1.7159
17, 1.97411
18, 2.15793
19, 1.71804
20, 1.85704
21, 1.76811
22, 2.08187
23, 2.45285
24, 3.22223
25, 3.21007
26, 1.89805
27, 2.20394
28, 2.18415
29, 2.37203
30, 2.30694
31, 3.2928
32, 2.74181
33, 2.21395
34, 2.29192
35, 2.455
36, 2.63309
37, 2.00891
38, 3.10898
39, 3.16191
40, 2.3098
41, 2.39682
42, 2.61116
43, 4.17399
44, 2.40803
45, 2.06804
46, 2.04682
47, 1.98698
48, 1.79601
49, 1.5831
50, 1.78099
51, 1.69015
52, 1.83296
53, 2.21992
54, 2.10118
55, 2.06089
56, 2.34699
57, 1.53399
58, 2.38681
59, 2.20799
60, 2.40207
61, 2.30289
62, 2.27404
63, 2.48718
64, 3.06392
65, 3.15499
66, 2.50387
67, 2.37799
68, 3.42393
69, 3.17693
70, 3.51501
71, 2.98095
72, 3.48783
73, 2.94995
74, 2.16508
75, 2.10094
76, 2.76303
77, 2.7101
78, 3.42798
79, 4.84109
80, 2.95281
81, 2.71297
82, 2.69198
83, 2.69794
84, 13.345
85, 6.46591
86, 1.97196
87, 1.97411
88, 2.40898
89, 45.7592
90, 2.34699
91, 2.43807
92, 2.48981
93, 2.60496
94, 3.14093
95, 2.40612
96, 2.27809
97, 1.55497
98, 1.8599
99, 2.38895
100, 2.84481
101, 3.06106
102, 2.63
103, 2.41399
104, 2.30002
105, 2.73895
106, 2.96497
107, 2.37393
108, 2.27499
109, 3.39317
110, 2.33889
111, 8.62098
112, 2.88105
113, 2.105
114, 2.03395
115, 17.652
116, 2.46596
117, 2.37799
118, 2.3241
119, 28.095
120, 2.74396
121, 2.04301
122, 1.98507
123, 1.966
124, 6.02078
125, 2.49386
126, 2.15602
127, 1.68586
128, 1.86801
129, 19.604
130, 2.34485
131, 2.19297
132, 1.94788
133, 7.43699
134, 1.827
135, 1.99795
136, 1.83606
137, 9.04298
138, 1.42813
139, 1.60789
140, 1.97506
141, 2.244
142, 2.20394
143, 7.20811
144, 2.27809
145, 2.141
146, 2.11191
147, 9.22799
148, 2.80881
149, 2.08306
150, 18.528
151, 1.56403
152, 1.79815
153, 1.39904
154, 1.51682
155, 1.67704
156, 1.96195
157, 10.056
158, 1.71494
159, 2.58303
160, 20.9551
161, 3.95584
162, 2.46
163, 2.16293
164, 18.11
165, 2.81191
166, 2.44689
167, 2.14601
168, 19.7079
169, 1.38593
170, 2.352
171, 1.96314
172, 20.658
173, 2.68793
174, 2.72012
175, 20.5901
176, 2.61998
177, 2.72799
178, 2.74587
179, 18.8351
180, 2.87104
181, 3.00217
182, 2.37703
183, 18.1029
184, 2.41899
185, 2.32291
186, 1.90902
187, 1.94287
188, 19.9921
189, 3.41892
190, 1.72901
191, 21.0819
192, 2.72322
193, 2.41709
194, 10.855
195, 2.13408
196, 1.98793
197, 2.9211
198, 20.2899
199, 2.45786
200, 78.0711
201, 2.27308
202, 2.105
203, 9.77182
204, 1.81794
205, 2.44999
206, 2.04897
207, 23.2761
208, 2.00391
209, 2.599
210, 19.7721
211, 2.58517
212, 2.72202
213, 22.5918
214, 3.32403
215, 2.11
216, 10.4461
217, 3.02792
218, 10.829
219, 2.89178
220, 10.318
221, 4.02689
222, 22.1431
223, 2.50411
224, 11.3058
225, 1.98388
226, 11.219
227, 2.04897
228, 2.09212
229, 11.9801
230, 2.2471
231, 1.83988
232, 1.95408
233, 11.9629
234, 3.22604
235, 22.186
236, 3.13187
237, 21.9119
238, 3.27396
239, 3.08895
240, 9.938
241, 2.08497
